3339	2405	1
15729	19171	1
27096	5662	1
49847	30242	2
44081	49766	1
3750	51757	1
52249	54270	1
4794	9765	1
36215	54754	1
32948	22543	1
15245	22919	1
19597	46396	1
11578	38306	3
53654	29706	10
51489	17835	1
46146	6266	1
20514	41173	1
33666	33668	1
37981	13593	1
17835	4831	1
19516	7060	3
22284	45009	1
55048	41831	1
35660	42428	1
49433	49198	1
37149	42093	1
7060	2880	1
42645	44517	1
11745	9978	4
8148	33265	1
12806	19376	1
2691	52306	1
29428	9835	1
7643	13846	1
41256	7871	1
18213	19278	1
48721	50325	2
42311	16054	6
4044	17915	1
7730	353	3
23346	31942	2
37436	35698	1
4580	23742	3
22738	51713	1
13919	15831	1
49122	48011	1
12093	2266	1
22067	19801	1
15305	38956	5
7925	22052	2
49241	37002	1
29898	9162	1
36389	46623	2
44260	50417	1
41741	38455	1
24658	50989	2
46597	9511	1
36822	14609	1
16612	54081	1
7615	26767	1
36299	46671	1
46997	21364	1
34790	16811	1
7676	25213	1
46934	40694	1
29964	45065	1
47467	55722	1
14337	53199	1
51887	35626	1
13962	52337	1
30040	36624	1
36062	48617	1
50762	39327	1
32160	7304	3
32445	31382	1
31000	11315	1
207	14126	2
24520	31602	1
16623	27369	1
22677	54081	1
9318	55460	2
10339	33943	1
46660	52631	1
26185	50314	2
44254	11854	2
45510	47328	2
21565	36370	2
28902	31002	1
47220	34258	1
4533	50149	1
48092	33114	1
26385	35653	1
49540	35650	1
38451	35043	1
34142	45463	1
9227	14909	1
34364	52893	1
8017	32689	1
8165	1069	1
1866	28739	6
52971	51207	1
917	54261	1
48762	18067	1
3190	49478	3
23973	48789	1
26573	43425	1
26606	3533	1
41263	50914	1
42491	4764	1
33573	45758	1
51048	12119	1
9141	21493	1
44242	3585	1
36348	22548	1
51668	47888	1
36795	19471	1
48137	29540	1
53193	32348	1
1163	33539	1
37115	28518	1
41912	51161	1
6136	1289	2
40022	54398	1
19287	9967	1
24244	19725	1
13840	21990	1
20798	22098	1
43567	54000	1
45822	47095	2
21027	44033	5
16623	50527	1
33412	50468	1
22287	13386	2
26826	15199	1
5812	6565	1
6293	53267	1
10329	39381	1
167	42237	1
889	7992	1
7466	7338	1
3887	44119	1
48983	34768	1
9411	14257	2
24104	54453	1
1815	7388	1
40947	27549	1
5637	44156	1
8144	35678	7
26601	39845	1
33294	26406	2
18001	29879	1
47198	10218	2
48613	28252	1
3920	51102	2
19037	11854	2
12860	39836	1
1996	6544	1
41749	6056	1
44406	47511	1
55585	35706	2
13332	28843	1
38587	35613	1
28750	10791	1
9553	40641	2
18016	31211	3
21126	7693	1
15786	25005	1
35937	42526	1
29019	36110	1
31329	7188	1
23035	32457	1
5911	43272	1
53083	38390	1
16286	7001	1
1176	611	1
20373	47225	1
39882	52210	1
13392	10714	1
8175	29614	1
34775	11284	1
55274	20949	1
25253	26486	1
35548	32383	1
55202	713	3
28100	32665	2
35153	47869	1
29092	49316	1
20762	34142	2
39196	11854	1
45651	47301	1
22558	39196	1
40747	20738	2
19296	4625	2
40015	32058	1
51086	44478	1
8090	36894	1
4421	34961	1
28874	43188	2
3646	30340	1
28319	22023	1
54814	1001	1
34368	19612	2
51655	53100	1
7055	19213	2
44821	28672	1
38306	36640	1
11811	21232	1
55183	29929	2
52971	14068	2
14611	45622	2
52264	5094	2
48225	7785	1
53201	23094	1
32586	6073	4
502	40339	1
19386	49800	1
45136	5812	1
21894	53199	1
54921	16490	2
52667	12865	1
32771	48177	2
12311	19013	2
35570	40477	1
21661	10465	1
17769	22119	1
21316	35912	2
45008	9519	2
